Sample	Category	
dental plaque from golden hamsters fed with a high-carbohydrate diet	human other	
dental plaque of cattle and has been considered as nonpathogenic	human other	
dental plaque of macaca fascicularis	human other	
dental pulp from carious tooth	human other	
dental root canal	human other	
dentine caries	human other	
diarrheal patient	human other	
diarrheal patient from matlab, bangladesh	human other	
diarrheic patient	human other	
ectopic kidney of a 9-year-old patient	human other	
elbow swab	human other	
ems/ahpnd-diseased hepatopancreas	human other	
enamel caries of a child	human other	
enamel caries of an adult	human other	
endodontic infection	human other	
endometrium	human other	
endotrachael	human other	
enriched and purified from autopsy liver tissue	human other	
epidemiologically-linked patient with a positive urine culture	human other	
excreted bodily substance	human other	
excreted bodily substance; catheter	human other	
excreted bodily substance; milk	human other	
excreted bodily substance; milk (masitis)	human other	
excreted bodily substance; udder secretion	human other	
external ear discharge	human other	
fatal septicaemia and septic arthritis in a 16-month-old american-indian girl who had no risk factors associated with health care	human other	
fatal septicemia (human clinicalisolate)	human other	
febrile patient on flinders island, australia	human other	
finger	human other	
fluid l knee	human other	
fluid left elbow	human other	
foot biopsy	human other	
foot secretion	human other	
foot ulcer of a diabetic patient	human other	
forehead abscess	human other	
from a patient with rocky mountain spotted fever	human other	
from human disease	human other	
from patient ssociated to home care assistance	human other	
from patient with blood stream infection	human other	
from patient with pneumonia	human other	
g_dna_subgingival plaque	human other	
g-tube site	human other	
g-tube swab	human other	
gall bladder	human other	
gallbladder	human other	
gastric antrum from  amerindian resident of remote amazonian village of shimaa, peru	human other	
groin	human other	
groin abscess	human other	
groin aspirate from a male	human other	
groin swab	human other	
groin wnd	human other	
guillain barre syndrome patient	human other	
gut of a single male bombus impatiens at least 24 hours old from a colony purchased from biobest biological systems (leamington, ontario, canada).	human other	
gut of person from indian subcontinent	human other	
hand	human other	
hand drainage	human other	
hand swab	human other	
healthy adult 3c	human other	
healthy baby	human other	
healthy biopsy tissue from a patient with crohn's disease	human other	
healthy human volunteer	human other	
healthy individual	human other	
healthy infants	human other	
healthy norwegian baby	human other	
healthy person	human other	
healthy toe	human other	
healthy woman	human other	
hematoma	human other	
hepatic abscesses	human other	
hepato-biliary-pancreatic	human other	
hepatopancreas	human other	
hera general hopsital, patient	human other	
hip	human other	
hip infection	human other	
hip joint	human other	
hip joint fluid	human other	
hip joint fluid of a patient with an infected orthopaedic prosthesis	human other	
homo sapiens	human other	
hospitalized patient nctr #51s	human other	
hospitalized patient presented with wound infection	human other	
hospitalized patient with ascites; peritoneal cavity fluid	human other	
human	human other	
human - smoked mussel outbreak	human other	
human appendix tissue	human other	
human at a canadian civilian hospital	human other	
human body	human other	
human breast milk	human other	
human burn patient	human other	
human case of bubonic plague	human other	
human case of tularemia	human other	
human clinical	human other	
human clinical (cystic fibrosis patient)	human other	
human clinical case	human other	
human clinical isolate	human other	
human clinical isolate at walter reed army medical center, washington, dc, usa	human other	
human clinical osteo-articular sample	human other	
human clinical sample	human other	
human clinical sample (cystis fibrosis patient)	human other	
human clinical sample (fatal pneumonic plague)	human other	
human clinical sample: ulcer	human other	
human clinical samples	human other	
human cutaneous abscess	human other	
human dental abscess	human other	
human dental cavity	human other	
human dental plaque	human other	
human dental root canal	human other	
human fluid	human other	
human gingiva is being sequenced for comparative genome analysis	human other	
human groin wound at walter reed army medical center, washington, dc, usa	human other	
human hand	human other	
human host	human other	
human infant	human other	
human intestinal content	human other	
human isolate	human other	
human isolate from china	human other	
human left leg at walter reed army medical center, washington, dc, usa	human other	
human milk	human other	
human milk and has antimicrobial, anti-inflammatory, and immunomodulatory properties, both	human other	
human milk during the study of the microbiota of human milk	human other	
human milk from spanish woman	human other	
human milk of a healthy woman	human other	
human nasopharynx	human other	
human passage derivative	human other	
human patient	human other	
human patient with gastroenteritis	human other	
human patients	human other	
human perineum at walter reed	human other	
human periodontal pocket	human other	
human periodontal pockets with chronic periodontitis (mol oral microbiol 25(6): 200-206, 2010	human other	
human peritoneal fluid	human other	
human prior to antibiotics introduction	human other	
human pus	human other	
human samples	human other	
human specimen	human other	
human sputum	human other	
human tooth surface	human other	
human ulcer clinical sample	human other	
human urine specimen	human other	
human with clinical evidence of urinary tract	human other	
human with diarrhea	human other	
human with diarrhea assosiated with seafood cunsumption, hospital general	human other	
human with diarrhea assosiated with seafood cunsumption, pacific ocean coast northern chile	human other	
human with diarrhea assosiated with seafood cunsumption, quarantine station kansai airport	human other	
human_no contact with swine	human other	
human_physical	human other	
human- mung bean-outbreak	human other	
human-associated habitat	human other	
human-outbreak	human other	
human-sporadic	human other	
human, its o antigen type (serotype) is o128:h21, its h antigen type is h21	human other	
humans	human other	
humans (with no contact with swine, short-term contact with swine, or long-term contact with swine), animals, and environmental samples collected from swine farms	human other	
humans and asymptomatic slaughter pigs	human other	
humans and those associated with bovine johne¿¿¿¿¿¿¿s disease, we characterized the complete genome sequence of strain map4 recovered from the breast milk of a crohn¿¿¿¿¿¿¿s disease patient	human other	
humeral membrane	human other	
humeral membrane shoulder; human humeral membrane	human other	
hus patient	human other	
immunocompetent pulmonary mac disease humans	human other	
in-patient	human other	
individual with cystic fibrosis	human other	
infant 3m	human other	
infant botulism	human other	
infant botulism case	human other	
infant male	human other	
infant with community-acquired diarrhea	human other	
infant with diarrhea	human other	
infant with neci	human other	
infected human	human other	
infected human elbow arthroplasty from a patient	human other	
infected human mammary hematoma	human other	
infected infant	human other	
infected leg joint associated with lameness	human other	
infected newborn with sepsis	human other	
inflamed biopsy tissue from a patient with crohn's disease	human other	
inflamed gingiva	human other	
intracranial abscess in a child who presented with complicated mastoiditis and osteomyelitis of the skull	human other	
isolate retrieved from the sputum of a chronically infected cystic fibrosis patient	human other	
isolated from diarrheal patient	human other	
isolated from liver abcess in human, buffalo, new york	human other	
japanese inpatient at juntendo hospital, tokyo,	human other	
japanese women with recurrent pregnancy loss	human other	
joint	human other	
joint aspirate	human other	
joint fluid	human other	
joint fluid r hip	human other	
joint; lung; cns	human other	
knee	human other	
knee (synovial fluid)	human other	
knee bursa	human other	
knee fluid	human other	
knee synovial fluid	human other	
korean cutaneous anthrax patient	human other	
laryngopharyngeal lymph node	human other	
lymph node biopsy of a malaysian patient with suspected tuberculosis cervical lymphadenitis	human other	
lymph node of 3 year old female child	human other	
malaysian patient who drank unpasteurized goat's milk	human other	
male patient	human other	
male patient in 1988	human other	
male patient with chronic granulomatous disease	human other	
male patient with nongonococcal urethritis	human other	
male patients with nongonococcal urethritis	human other	
male sample	human other	
man with severe proctitis	human other	
medical patient	human other	
medically-relevant sources such as from patients with cystic fibrosis (11) and from human cerebrospinal fluid	human other	
metrohealth medical center, cleveland, oh; infected hip of patient	human other	
middle ear effusion of a child	human other	
middle ear fluid of a child with acute otitis media	human other	
middle ear fluid, child	human other	
middle ear of a child in the finnish om study group	human other	
mogens kilian, aarhus university, denmark; human throat	human other	
mogens kilian, aarhus university, denmark; oral cavity	human other	
mogens kilian; human oral isolate	human other	
mucous membrane of human	human other	
mycetoma on foot of a 20-year old male	human other	
